mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
112	103	1413/4	1421/4	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	1238									
112	103	1419/4	1427/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1239									
112	103	355	357	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1240									
112	103	1413/4	1421/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1241									
113	104	1421/4	1429/4	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1242									
113	104	711/2	715/2	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	1243									
113	104	1423/4	1431/4	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1244									
113	104	356	358	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1245									
113	104	1425/4	1433/4	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1246									
113	104	713/2	717/2	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	1247									
113	104	1427/4	1435/4	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1248									
113	104	357	359	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1249									
113	104	1421/4	1429/4	2.0		0	0	Chord	2/4	2	1	1/2		1/2	1	1250									
114	105	1429/4	1437/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1251									
114	105	1433/4	1441/4	0.0		1/4	1/4	Dynamic	2/4	1	1	0					ff								
114	105	1433/4	1441/4	1.0		1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	1252									
114	105	1429/4	1437/4	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1253									
114	105	1433/4	1441/4	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1254									
115	106	1437/4	1445/4	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1255									
115	106	1441/4	1449/4	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1256									
115	106	1437/4	1445/4	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1257									
115	106	1441/4	1449/4	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1258									
116	107	1445/4	1453/4	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	1259									
116	107	1445/4	1453/4	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	1260									
